Date,Away,Away_pts,Home,Home_pts,Away_1st_half,Away_2nd_half,Away_OT,Home_1st_half,Home_2nd_half,Home_OT,Spread,Over_under
2015-01-22,UNC Greensboro,78,Samford,89,35,43,,43,46,,3.5,139.0
2015-01-22,Arkansas State,59,Louisiana-Lafayette,96,28,31,,51,45,,8.0,141.0
2015-01-22,Georgia Southern,45,Texas State,43,22,23,,19,24,,2.0,124.0
2015-01-22,Troy,65,Arkansas-Little Rock,73,34,31,,25,48,,7.0,133.0
2015-01-22,Arizona,89,Stanford,82,39,50,,41,41,,-4.0,130.5
2015-01-22,Maryland,70,Indiana,89,35,35,,38,51,,1.5,145.0
2015-01-22,Murray State,77,Eastern Illinois,62,39,38,,26,36,,-6.5,133.0
2015-01-22,Northern Arizona,57,Montana,64,31,26,,24,40,,,132.5
2015-01-22,Portland State,69,Weber State,63,31,38,,24,39,,7.0,140.0
2015-01-22,Texas El Paso,66,Western Kentucky,71,35,24,,28,31,,-1.5,133.0
2015-01-22,UCLA,55,Oregon State,66,19,36,,29,37,,-1.5,123.5
2015-01-22,Northern Colorado,85,Eastern Washington,95,27,58,,50,45,,7.5,153.0
2015-01-22,Sacramento State,62,Idaho State,59,30,32,,26,33,,-4.0,133.0
2015-01-22,Southern Utah,65,Montana State,79,41,24,,35,44,,4.5,138.0
2015-01-22,Washington,52,Colorado,50,19,33,,24,26,,2.0,130.0
2015-01-22,CS Fullerton,55,Cal Poly,66,22,33,,26,40,,7.5,121.5
2015-01-22,North Dakota,71,Idaho,63,25,46,,32,31,,8.0,150.5
2015-01-22,Pacific,69,Portland,72,26,43,,31,41,,8.5,137.5
2015-01-22,Pepperdine,59,San Francisco,71,28,31,,31,40,,3.0,133.0
2015-01-22,UC Irvine,80,CS Northridge,49,39,41,,18,31,,-4.5,134.5
2015-01-22,UC Riverside,75,Santa Barbara,83,40,35,,40,43,,9.5,
2015-01-22,Arizona State,79,California,44,34,45,,13,31,,2.0,126.5
2015-01-22,Loyola Marymount,62,Santa Clara,65,33,29,,38,27,,6.0,124.0
2015-01-22,St. Mary's,47,Gonzaga,68,21,26,,27,41,,14.5,137.0
2015-01-22,USC,67,Oregon,75,31,36,,44,31,,9.5,149.5
2015-01-22,UC Davis,76,Hawaii,84,37,39,,48,36,,4.0,142.5
2015-01-23,Detroit,66,Cleveland State,70,28,38,,30,40,,7.0,130.0
2015-01-23,Manhattan,59,Quinnipiac,73,22,37,,32,41,,4.0,135.0
2015-01-23,Marist,60,Siena,69,28,32,,28,41,,7.0,140.5
2015-01-23,Niagara,58,Monmouth,69,20,38,,40,29,,10.0,129.5
2015-01-23,Virginia Commonwealth,63,Saint Louis,61,34,29,,34,27,,-12.5,134.5
2015-01-23,Valparaiso,50,Wisc-Green Bay,51,34,16,,32,19,,6.0,128.5
2015-01-24,College of Charleston,51,Drexel,53,28,23,,22,31,,,111.0
2015-01-24,DePaul,76,Xavier,89,50,26,,42,47,,14.0,144.0
2015-01-24,Iowa,63,Purdue,67,24,39,,34,33,,1.5,132.5
2015-01-24,Kentucky,58,South Carolina,43,34,24,,24,19,,-11.5,124.0
2015-01-24,Oklahoma State,53,Kansas State,63,21,32,,31,32,,2.5,122.5
2015-01-24,Rutgers,51,Penn State,79,28,23,,41,38,,7.5,126.0
2015-01-24,Tulsa,66,East Carolina,64,29,37,,35,29,,-9.5,125.0
2015-01-24,Wake Forest,57,Clemson,59,33,24,,27,32,,4.5,127.0
2015-01-24,South Dakota,50,IUPUI,65,15,35,,36,29,,2.5,129.0
2015-01-24,Texas A&M,67,Tennessee,61,25,42,,23,38,,3.5,121.0
2015-01-24,The Citadel,75,VMI,85,31,44,,35,50,,9.0,151.0
2015-01-24,Loyola of Chicago,61,Indiana State,72,25,36,,38,34,,5.0,125.5
2015-01-24,Akron,71,Western Michigan,69,37,34,,35,34,,4.5,135.0
2015-01-24,Arkansas,61,Missouri,60,30,31,,34,26,,-6.5,148.5
2015-01-24,Boise State,77,Air Force,68,30,47,,31,37,,-6.0,130.0
2015-01-24,Brown,65,Yale,69,31,34,,25,44,,10.5,133.5
2015-01-24,Buffalo,61,Ohio,63,31,30,,32,31,,-3.0,147.0
2015-01-24,Dartmouth,70,Harvard,61,25,45,,28,33,,11.5,117.5
2015-01-24,Denver,69,Nebraska Omaha,80,32,37,,35,45,,2.0,146.5
2015-01-24,Duquesne,59,George Washington,74,18,41,,40,34,,14.0,137.0
2015-01-24,Florida State,74,North Carolina,78,31,43,,35,43,,15.0,144.5
2015-01-24,Kansas,75,Texas,62,32,43,,30,32,,4.5,133.5
2015-01-24,Kent State,63,Ball State,52,32,31,,23,29,,-3.5,127.5
2015-01-24,Louisiana-Lafayette,64,Georgia State,75,18,46,,32,43,,10.0,147.5
2015-01-24,Northeastern,62,William & Mary,78,27,35,,38,40,,3.0,139.5
2015-01-24,TCU,85,West Virginia,86,35,37,,36,36,,10.5,131.0
2015-01-24,Illinois,71,Minnesota,79,30,41,,33,46,,7.0,139.0
2015-01-24,Georgetown,95,Marquette,85,45,36,,39,42,,-1.0,126.0
2015-01-24,Georgia,72,Mississippi State,66,36,36,,31,35,,-4.5,126.0
2015-01-24,Texas El Paso,71,Marshall,78,39,32,,42,36,,-13.0,133.0
2015-01-24,Texas-San Antonio,74,Western Kentucky,83,34,40,,45,38,,10.0,145.5
2015-01-24,BYU,74,San Diego,77,38,36,,33,44,,-4.0,146.5
2015-01-24,Iowa State,73,Texas Tech,78,25,48,,36,42,,-9.5,136.5
2015-01-24,James Madison,69,Hofstra,63,33,36,,45,18,,10.5,143.5
2015-01-24,Miami (Ohio),60,Northern Illinois,55,29,31,,27,28,,7.0,127.0
2015-01-24,Miami,66,Syracuse,62,26,40,,26,36,,2.5,
2015-01-24,Michigan State,77,Nebraska,79,25,52,,39,40,,-2.5,119.5
2015-01-24,New Mexico,62,Wyoming,63,20,34,,21,33,,6.0,113.0
2015-01-24,Southern Illinois,66,Evansville,75,24,42,,39,36,,8.5,124.0
2015-01-24,UCLA,64,Oregon,82,31,33,,46,36,,2.5,147.0
2015-01-24,Austin Peay,56,Eastern Illinois,52,20,36,,29,23,,7.5,125.5
2015-01-24,Eastern Michigan,51,Central Michigan,65,23,28,,36,29,,6.0,139.0
2015-01-24,Northern Arizona,71,Montana State,64,28,43,,26,38,,-1.0,132.0
2015-01-24,Georgia Southern,57,Louisiana-Monroe,53,29,28,,27,26,,-1.0,118.0
2015-01-24,North Dakota,80,Eastern Washington,102,41,39,,35,67,,13.5,153.0
2015-01-24,Arkansas State,64,Troy,55,25,39,,30,25,,2.0,132.0
2015-01-24,Appalachian State,64,Texas State,58,28,36,,26,32,,7.0,120.5
2015-01-24,Morehead State,66,Jacksonville State,63,38,28,,30,33,,-5.5,127.5
2015-01-24,Old Dominion,68,UAB,81,32,36,,40,41,,-4.5,121.5
2015-01-24,Charlotte,69,Middle Tennessee,72,37,32,,27,45,,,127.0
2015-01-24,Florida,71,Mississippi,72,36,35,,30,42,,-1.0,135.0
2015-01-24,Houston,59,Southern Methodist,80,29,30,,37,43,,18.5,129.5
2015-01-24,LSU,79,Vanderbilt,75,30,39,,35,34,,3.0,140.0
2015-01-24,Oklahoma,58,Baylor,69,24,34,,30,39,,1.5,133.0
2015-01-24,Texas-Arlington,75,Arkansas-Little Rock,68,28,47,,39,29,,1.5,140.5
2015-01-24,UNC Greensboro,72,Chattanooga,81,37,35,,44,37,,12.0,140.5
2015-01-24,USC,55,Oregon State,59,27,28,,29,30,,8.0,121.5
2015-01-24,Bowling Green,67,Toledo,71,34,33,,32,39,,5.0,130.0
2015-01-24,CS Fullerton,49,Santa Barbara,68,36,13,,31,37,,9.5,131.5
2015-01-24,Canisius,46,Rider,59,16,30,,22,37,,1.5,123.5
2015-01-24,Cornell,57,Columbia,47,27,30,,25,22,,6.5,120.5
2015-01-24,Davidson,80,George Mason,73,38,27,,31,34,,-6.0,149.0
2015-01-24,Delaware,82,Elon,94,39,43,,41,53,,3.5,138.0
2015-01-24,East Tennessee State,64,Wofford,72,23,41,,30,42,,7.0,134.5
2015-01-24,Illinois-Chicago,64,Youngstown State,77,28,36,,26,51,,4.5,144.5
2015-01-24,Nevada,62,Fresno State,66,29,33,,29,37,,7.5,127.0
2015-01-24,North Dakota State,71,IUPU Fort Wayne,77,29,42,,35,42,,-1.5,130.0
2015-01-24,Richmond,60,Dayton,63,27,33,,37,26,,6.0,119.0
2015-01-24,SE Missouri State,53,Tennessee-Martin,70,32,21,,40,30,,4.5,130.5
2015-01-24,Saint Joseph's,52,Pennsylvania,56,17,35,,20,36,,-4.0,127.0
2015-01-24,Western Carolina,72,Samford,78,30,42,,35,43,,-1.5,141.5
2015-01-24,Wisconsin,69,Michigan,64,30,27,,23,34,,-10.5,122.0
2015-01-24,Louisiana Tech,58,Rice,45,28,30,,24,21,,-8.5,133.5
2015-01-24,Memphis,57,Tulane,55,32,25,,25,30,,-5.5,130.5
2015-01-24,Missouri State,59,Bradley,61,25,34,,35,26,,4.0,117.5
2015-01-24,Murray State,60,SIU Edwardsville,54,31,29,,31,23,,-11.0,146.0
2015-01-24,Pacific,60,Gonzaga,91,27,33,,45,46,,24.5,136.5
2015-01-24,South Dakota State,76,Oral Roberts,72,34,42,,36,36,,2.5,138.5
2015-01-24,Southern Miss,75,North Texas,71,29,33,,37,25,,7.5,124.5
2015-01-24,Towson,65,UNC Wilmington,69,22,43,,31,38,,6.0,127.0
2015-01-24,Utah State,77,UNLV,79,29,39,,37,31,,5.5,126.0
2015-01-24,Washington State,58,Colorado,90,31,27,,47,43,,8.5,134.0
2015-01-24,Auburn,55,Alabama,57,23,32,,25,32,,10.5,132.5
2015-01-24,Eastern Kentucky,81,Tennessee Tech,83,41,31,,30,42,,-3.0,136.0
2015-01-24,Sacramento State,78,Weber State,71,37,41,,37,34,,4.0,133.5
2015-01-24,Southern Utah,56,Montana,58,23,33,,19,39,,12.5,140.0
2015-01-24,Portland State,76,Idaho State,80,41,35,,45,35,,-2.0,135.0
2015-01-24,Long Beach State,64,CS Northridge,58,28,36,,18,40,,-6.5,136.5
2015-01-24,Loyola Marymount,70,San Francisco,69,30,40,,43,26,,9.0,133.5
2015-01-24,Northern Colorado,79,Idaho,83,32,47,,47,36,,3.0,157.5
2015-01-24,San Diego State,73,Colorado State,79,32,41,,40,39,,1.5,119.5
2015-01-24,St. Mary's,74,Portland,64,30,44,,31,33,,-2.5,136.5
2015-01-24,UC Riverside,49,Cal Poly,68,24,25,,24,44,,8.0,118.5
2015-01-24,Arizona,73,California,50,29,44,,19,31,,-12.0,129.0
2015-01-24,Pepperdine,57,Santa Clara,60,24,33,,35,25,,-2.0,126.0
2015-01-24,Arizona State,70,Stanford,89,41,29,,51,38,,6.5,136.0
2015-01-24,UC Irvine,78,Hawaii,72,42,36,,34,38,,-1.0,139.0
2015-01-25,South Florida,53,Connecticut,66,20,33,,30,36,,14.0,119.5
2015-01-25,Boston College,64,Georgia Tech,62,26,38,,24,38,,4.5,123.0
2015-01-25,Virginia,50,Virginia Tech,47,30,20,,27,20,,-17.0,120.0
2015-01-25,Indiana,70,Ohio State,82,32,38,,38,44,,9.0,
2015-01-25,Cincinnati,56,Central Florida,46,29,27,,24,22,,-9.0,126.5
2015-01-25,Drake,40,Wichita State,74,19,21,,36,38,,24.5,123.0
2015-01-25,Duke,77,St. John's,68,39,38,,43,25,,-7.0,141.0
2015-01-25,Fairfield,67,Marist,73,26,41,,25,48,,1.0,122.0
2015-01-25,Monmouth,64,Manhattan,71,33,31,,40,31,,3.0,130.0
2015-01-25,Saint Peter's,69,Siena,55,32,37,,25,30,,1.0,132.0
2015-01-25,St. Bonaventure,48,Rhode Island,53,20,28,,24,29,,6.0,126.5
2015-01-25,Seton Hall,57,Butler,77,28,29,,32,45,,7.5,128.5
2015-01-25,Louisville,80,Pittsburgh,68,40,40,,30,38,,-6.0,124.0
2015-01-25,Northern Iowa,54,Illinois State,53,24,30,,24,29,,,121.0
2015-01-25,Niagara,64,Iona,87,30,34,,45,42,,14.0,154.5
2015-01-25,Belmont,63,Tennessee State,55,28,35,,30,25,,-13.0,139.5
2015-01-25,Notre Dame,81,North Carolina State,78,30,41,,42,29,,-1.5,145.5
2015-01-25,Creighton,50,Villanova,71,14,36,,29,42,,15.0,135.5
2015-01-25,Northwestern,67,Maryland,68,41,26,,30,38,,11.5,127.5
2015-01-25,Washington,56,Utah,77,30,26,,37,40,,13.5,127.5
2015-01-26,Army,68,American,66,35,33,,29,37,,5.5,123.0
2015-01-26,Cleveland State,56,Oakland,59,22,34,,33,26,,-2.5,134.5
2015-01-26,Delaware State,54,North Carolina Central,55,29,25,,27,28,,12.5,123.5
2015-01-26,Syracuse,83,North Carolina,93,40,43,,35,58,,,138.0
2015-01-26,Wright State,64,Detroit,53,33,31,,27,26,,6.0,132.5
2015-01-26,Wisc-Milwaukee,48,Valparaiso,73,16,32,,39,34,,13.0,128.5
2015-01-26,Prairie View A&M,68,Arkansas-Pine Bluff,105,33,35,,50,55,,2.5,125.0
2015-01-26,Texas,86,Iowa State,89,25,61,,36,53,,5.0,142.0
2015-01-27,Ball State,47,Akron,59,24,23,,24,35,,10.0,129.0
2015-01-27,Central Michigan,53,Kent State,63,23,30,,24,39,,3.0,139.0
2015-01-27,George Washington,48,Virginia Commonwealth,72,21,27,,29,43,,7.5,134.0
2015-01-27,Miami (Ohio),65,Toledo,70,27,38,,34,36,,13.5,142.5
2015-01-27,Nebraska,44,Michigan,58,18,26,,23,35,,2.5,115.0
2015-01-27,Northern Illinois,46,Bowling Green,56,20,26,,21,35,,,116.5
2015-01-27,Ohio,40,Eastern Michigan,76,16,24,,31,45,,4.5,127.0
2015-01-27,Pittsburgh,67,Virginia Tech,70,24,38,,29,33,,-5.0,129.0
2015-01-27,Saint Joseph's,48,La Salle,53,27,21,,18,35,,4.5,125.0
2015-01-27,Tulsa,62,Tulane,55,27,35,,20,35,,-5.5,127.5
2015-01-27,Vanderbilt,62,Georgia,70,27,35,,31,39,,5.5,133.5
2015-01-27,West Virginia,65,Kansas State,59,26,39,,24,35,,1.0,135.5
2015-01-27,Western Michigan,71,Buffalo,77,35,36,,33,44,,8.0,147.5
2015-01-27,Xavier,66,Georgetown,53,29,37,,16,37,,4.0,140.0
2015-01-27,Indiana State,78,Evansville,89,36,42,,40,49,,6.5,135.0
2015-01-27,Baylor,53,Oklahoma State,64,21,32,,30,34,,3.5,124.0
2015-01-27,Florida,52,Alabama,50,35,17,,22,28,,,123.5
2015-01-27,Tennessee,64,Arkansas,69,37,27,,35,34,,10.5,143.5
2015-01-27,Texas A&M,71,Auburn,61,34,37,,27,34,,-2.5,129.5
2015-01-27,Wyoming,44,Utah State,56,26,18,,29,27,,-1.5,118.0
2015-01-27,Fresno State,47,San Diego State,58,22,25,,32,26,,14.0,119.0
2015-01-27,UNLV,67,Nevada,62,33,34,,26,36,,-4.0,128.5
2015-01-27,Colorado State,78,Boise State,82,40,38,,30,52,,3.0,142.0
2015-01-28,Delaware,82,James Madison,88,34,48,,40,48,,6.5,136.0
2015-01-28,Duquesne,55,Richmond,86,27,28,,49,37,,11.5,136.0
2015-01-28,Elon,65,UNC Wilmington,82,23,42,,47,35,,5.0,138.5
2015-01-28,Hofstra,79,William & Mary,100,34,45,,54,46,,2.5,150.0
2015-01-28,Minnesota,58,Penn State,63,23,35,,33,30,,-1.5,136.5
2015-01-28,Northeastern,60,Drexel,65,29,31,,19,46,,-6.0,118.5
2015-01-28,Rhode Island,64,Fordham,63,31,33,,32,31,,-9.5,125.5
2015-01-28,Seton Hall,80,Marquette,70,32,48,,28,42,,3.5,128.0
2015-01-28,South Carolina,58,LSU,64,28,30,,29,35,,4.5,140.0
2015-01-28,Southern Methodist,63,South Florida,52,32,31,,25,27,,,125.5
2015-01-28,Temple,86,Central Florida,62,37,49,,18,44,,-7.0,133.0
2015-01-28,Wake Forest,76,Florida State,82,33,32,,27,38,,4.5,139.5
2015-01-28,Wright State,76,Oakland,84,33,29,,28,34,,4.0,134.5
2015-01-28,Duke,73,Notre Dame,77,39,34,,36,41,,-1.5,151.5
2015-01-28,Texas Tech,36,Oklahoma,81,16,20,,37,44,,16.0,128.0
2015-01-28,Drake,69,Bradley,57,41,28,,31,26,,8.0,117.0
2015-01-28,Loyola of Chicago,47,Wichita State,58,23,24,,29,29,,18.5,121.0
2015-01-28,Missouri State,57,Illinois State,67,25,32,,28,39,,11.5,125.0
2015-01-28,Morehead State,82,Austin Peay,69,33,49,,33,36,,-3.0,135.5
2015-01-28,Nebraska Omaha,64,South Dakota State,86,31,33,,41,45,,10.5,163.0
2015-01-28,Oregon State,55,Arizona State,73,23,32,,40,33,,7.5,116.5
2015-01-28,Rice,48,Houston,59,20,28,,22,37,,5.0,128.5
2015-01-28,Northern Iowa,59,Southern Illinois,52,23,36,,26,26,,,114.5
2015-01-28,Clemson,68,North Carolina State,57,36,32,,16,41,,8.0,128.5
2015-01-28,East Carolina,58,Memphis,70,24,34,,39,31,,14.0,129.0
2015-01-28,Georgia Tech,70,Miami,50,34,36,,26,24,,9.5,126.0
2015-01-28,Indiana,67,Purdue,83,27,40,,38,45,,4.5,147.0
2015-01-28,Kansas,64,TCU,61,36,28,,30,31,,-4.0,135.0
2015-01-28,Louisville,81,Boston College,72,35,46,,33,39,,-9.5,131.5
2015-01-28,Mississippi State,73,Mississippi,79,32,41,,28,51,,12.5,137.5
2015-01-28,St. John's,74,Creighton,77,27,47,,37,40,,-1.0,128.0
2015-01-28,Air Force,66,San Jose State,52,29,37,,23,29,,-8.5,121.0
2015-01-28,Oregon,56,Arizona,90,27,29,,42,48,,15.0,
2015-01-28,Stanford,84,Washington,74,36,48,,24,50,,-2.5,140.0
2015-01-29,DePaul,72,Providence,83,23,49,,41,42,,10.0,141.5
2015-01-29,Michigan State,71,Rutgers,51,42,29,,34,17,,-8.5,130.0
2015-01-29,Chattanooga,72,Mercer,75,26,42,,36,32,,4.0,129.0
2015-01-29,College of Charleston,70,Towson,74,19,51,,33,41,,3.0,115.5
2015-01-29,Dayton,64,Massachusetts,66,34,30,,36,30,,-1.5,
2015-01-29,East Tennessee State,55,Furman,59,24,31,,29,30,,-4.0,143.5
2015-01-29,Florida Atlantic,61,Charlotte,86,25,36,,41,45,,8.5,134.5
2015-01-29,Florida International,56,Old Dominion,71,26,30,,34,37,,13.5,118.0
2015-01-29,Maryland,56,Ohio State,80,26,30,,34,46,,7.5,139.5
2015-01-29,Saint Louis,60,George Mason,68,24,36,,29,39,,4.0,125.0
2015-01-29,Western Carolina,85,VMI,70,40,45,,36,34,,2.0,160.5
2015-01-29,Western Kentucky,56,Louisiana Tech,69,23,33,,31,38,,8.5,145.5
2015-01-29,Wofford,58,UNC Greensboro,42,30,28,,22,20,,-8.0,129.0
2015-01-29,Youngstown State,87,Detroit,93,22,50,,34,38,,9.0,145.5
2015-01-29,Appalachian State,46,Georgia Southern,83,16,30,,33,50,,9.0,128.5
2015-01-29,Eastern Illinois,51,Tennessee-Martin,81,22,29,,43,38,,6.0,124.0
2015-01-29,Connecticut,58,Cincinnati,70,22,36,,30,40,,4.5,114.5
2015-01-29,Denver,54,North Dakota State,61,26,21,,16,31,,6.5,119.0
2015-01-29,IUPU Fort Wayne,66,South Dakota,55,33,33,,24,31,,4.5,142.0
2015-01-29,Illinois-Chicago,65,Wisc-Milwaukee,71,28,37,,28,43,,8.0,132.0
2015-01-29,Jacksonville State,82,Belmont,103,35,47,,45,58,,12.0,138.0
2015-01-29,Marshall,69,Southern Miss,54,35,34,,25,29,,3.5,131.5
2015-01-29,Middle Tennessee,58,Texas-San Antonio,69,38,20,,31,38,,-1.0,130.0
2015-01-29,Rider,58,Saint Peter's,49,25,33,,23,26,,3.5,119.0
2015-01-29,SIU Edwardsville,75,SE Missouri State,61,35,40,,34,27,,5.5,132.0
2015-01-29,Tennessee Tech,56,Tennessee State,64,22,34,,32,32,,-7.5,131.5
2015-01-29,Weber State,67,North Dakota,60,30,37,,26,34,,-1.5,134.5
2015-01-29,Louisiana-Lafayette,85,South Alabama,89,43,42,,33,56,,-6.0,155.0
2015-01-29,Georgia State,88,Texas-Arlington,74,34,54,,38,36,,-5.0,143.5
2015-01-29,Arkansas-Little Rock,75,Arkansas State,65,37,38,,38,27,,3.5,130.0
2015-01-29,Louisiana-Monroe,58,Troy,55,21,29,,31,19,,-1.0,122.5
2015-01-29,Eastern Kentucky,78,Murray State,85,38,32,,32,38,,7.5,145.5
2015-01-29,Idaho State,76,Northern Colorado,79,39,37,,38,41,,10.0,137.5
2015-01-29,Kentucky,69,Missouri,53,34,35,,25,28,,-17.5,120.5
2015-01-29,Portland,46,Gonzaga,64,25,21,,31,33,,20.5,145.5
2015-01-29,UAB,69,Texas El Paso,71,33,36,,30,41,,11.5,129.5
2015-01-29,Colorado,98,USC,94,37,29,,38,28,,-2.5,132.0
2015-01-29,Cal Poly,57,UC Irvine,67,25,32,,34,33,,7.0,120.5
2015-01-29,Hawaii,84,CS Northridge,73,50,34,,34,39,,,142.0
2015-01-29,Pepperdine,50,Pacific,43,22,28,,21,22,,-2.0,126.0
2015-01-29,Santa Barbara,64,UC Davis,70,35,29,,37,33,,1.5,134.5
2015-01-29,Santa Clara,64,San Diego,69,22,42,,32,37,,7.5,119.0
2015-01-29,Utah,59,UCLA,69,30,29,,33,36,,-5.5,133.0
2015-01-29,Montana,73,Portland State,54,32,41,,31,23,,1.5,142.0
2015-01-29,Montana State,59,Sacramento State,75,33,26,,36,39,,10.0,134.5
2015-01-29,Long Beach State,91,CS Fullerton,85,36,39,,42,33,,-6.5,134.5
2015-01-29,Loyola Marymount,54,St. Mary's,68,32,22,,35,33,,13.0,130.5
2015-01-29,California,76,Washington State,67,39,37,,37,30,,2.5,140.0
2015-01-29,San Francisco,74,BYU,78,30,44,,34,44,,13.0,159.0
2015-01-30,Harvard,75,Princeton,72,39,36,,29,43,,-4.5,125.0
2015-01-30,Brown,49,Cornell,57,27,22,,24,33,,4.5,133.5
2015-01-30,Dartmouth,51,Pennsylvania,58,16,35,,20,38,,-2.0,125.5
2015-01-30,Marist,65,Niagara,61,24,41,,21,40,,3.5,129.5
2015-01-30,Quinnipiac,57,Canisius,63,25,32,,33,30,,5.0,128.0
2015-01-30,Siena,79,Manhattan,87,41,38,,43,44,,7.0,142.5
2015-01-30,IUPUI,59,Western Illinois,63,27,32,,28,35,,-1.5,121.5
2015-01-30,Monmouth,60,Fairfield,59,29,31,,22,37,,-3.5,123.5
2015-01-30,Oregon,68,Arizona State,67,34,26,,29,31,,6.5,144.0
2015-01-30,Yale,63,Columbia,59,35,28,,32,27,,-1.0,118.0
2015-01-30,Kent State,55,Buffalo,80,25,30,,45,35,,6.5,133.5
2015-01-30,Oregon State,34,Arizona,57,13,21,,24,33,,18.0,121.5
2015-01-31,Auburn,63,Tennessee,71,29,34,,33,38,,8.5,125.0
2015-01-31,Boston College,49,Clemson,64,16,33,,27,37,,5.5,118.0
2015-01-31,Davidson,70,Saint Joseph's,75,41,29,,28,47,,-2.5,139.5
2015-01-31,North Carolina State,81,Georgia Tech,80,40,28,,31,37,,,127.5
2015-01-31,Notre Dame,72,Pittsburgh,76,38,34,,37,39,,-3.0,136.5
2015-01-31,Providence,66,St. John's,75,32,34,,44,31,,2.5,133.5
2015-01-31,Texas Tech,58,West Virginia,77,31,27,,37,40,,18.0,137.5
2015-01-31,Tulane,37,Temple,55,8,29,,28,27,,10.0,126.0
2015-01-31,Western Michigan,63,Eastern Michigan,69,31,32,,31,38,,5.5,131.0
2015-01-31,Wisconsin,74,Iowa,63,42,32,,36,27,,-5.5,130.5
2015-01-31,Xavier,82,Seton Hall,90,37,45,,38,52,,-2.0,139.0
2015-01-31,Arkansas,56,Florida,57,27,29,,29,28,,7.0,140.5
2015-01-31,Penn State,58,Illinois,60,26,32,,30,30,,6.0,132.0
2015-01-31,South Florida,71,Tulsa,78,33,29,,30,32,,14.5,120.0
2015-01-31,Bradley,58,Indiana State,64,26,32,,23,41,,10.0,123.5
2015-01-31,Arkansas State,43,Georgia State,74,18,25,,34,40,,15.5,135.0
2015-01-31,Butler,72,Marquette,68,29,29,,26,32,,-3.0,129.5
2015-01-31,College of Charleston,68,Delaware,71,33,35,,29,42,,2.0,127.0
2015-01-31,Georgetown,67,Creighton,40,28,39,,17,23,,-2.5,132.0
2015-01-31,IUPU Fort Wayne,75,Nebraska Omaha,65,27,48,,29,36,,4.0,161.5
2015-01-31,Illinois State,48,Loyola of Chicago,45,26,22,,19,26,,-3.5,121.0
2015-01-31,Kansas State,57,Kansas,68,17,40,,33,35,,12.0,136.0
2015-01-31,LSU,67,Mississippi State,73,28,39,,31,42,,-4.5,136.5
2015-01-31,Richmond,64,Virginia Commonwealth,55,22,42,,28,27,,9.5,129.0
2015-01-31,TCU,66,Iowa State,83,33,33,,35,48,,10.0,144.5
2015-01-31,Villanova,68,DePaul,55,31,37,,37,18,,-11.5,145.0
2015-01-31,Virginia Tech,70,Wake Forest,73,28,42,,32,41,,8.0,136.5
2015-01-31,Wisc-Green Bay,62,Cleveland State,76,21,41,,32,44,,,121.0
2015-01-31,Evansville,65,Drake,70,27,38,,29,41,,-6.5,128.5
2015-01-31,Idaho State,69,North Dakota,80,26,43,,37,43,,4.0,130.5
2015-01-31,Tennessee Tech,53,Belmont,71,30,23,,37,34,,9.0,150.0
2015-01-31,UAB,65,Texas-San Antonio,57,33,32,,29,28,,,142.0
2015-01-31,Valparaiso,70,Illinois-Chicago,65,39,31,,25,40,,-10.0,129.0
2015-01-31,Rutgers,64,Indiana,72,30,34,,32,40,,11.5,144.5
2015-01-31,Ball State,73,Miami (Ohio),79,38,35,,30,49,,2.5,132.0
2015-01-31,George Washington,55,Rhode Island,59,19,36,,28,31,,2.0,119.5
2015-01-31,Georgia,50,South Carolina,67,24,26,,33,34,,4.5,130.0
2015-01-31,Loyola Marymount,76,Pacific,71,27,31,,34,24,,3.5,126.0
2015-01-31,Massachusetts,60,Saint Louis,56,30,30,,27,29,,-3.0,129.0
2015-01-31,Mississippi,67,Missouri,47,37,30,,25,22,,-3.5,136.0
2015-01-31,North Carolina,68,Louisville,78,36,24,,25,35,,5.5,148.0
2015-01-31,UNC Wilmington,76,Drexel,85,35,41,,43,42,,2.0,124.5
2015-01-31,Wichita State,54,Northern Iowa,70,24,30,,37,33,,-2.0,115.0
2015-01-31,William & Mary,84,James Madison,65,43,41,,22,43,,-3.5,142.5
2015-01-31,SIU Edwardsville,54,Eastern Illinois,57,19,35,,26,31,,3.5,123.0
2015-01-31,Eastern Kentucky,66,Morehead State,57,27,39,,34,23,,1.0,135.5
2015-01-31,Ohio,69,Central Michigan,74,31,38,,41,33,,9.0,147.0
2015-01-31,Vanderbilt,58,Texas A&M,69,23,35,,39,30,,5.0,
2015-01-31,Detroit,74,Wisc-Milwaukee,78,33,41,,35,43,,,134.5
2015-01-31,South Alabama,61,Louisiana-Monroe,67,18,43,,32,35,,7.0,130.0
2015-01-31,Western Carolina,78,UNC Greensboro,73,37,41,,34,39,,-2.5,141.5
2015-01-31,Idaho,95,Eastern Washington,98,45,41,,43,43,,11.0,166.5
2015-01-31,Denver,39,South Dakota State,69,23,16,,32,37,,7.5,130.0
2015-01-31,Louisiana-Lafayette,72,Texas State,63,34,38,,27,36,,,134.0
2015-01-31,Marshall,57,Louisiana Tech,81,30,27,,44,37,,17.5,144.0
2015-01-31,Oral Roberts,73,South Dakota,72,29,44,,39,33,,,139.0
2015-01-31,Dartmouth,53,Princeton,64,24,29,,33,31,,3.0,126.0
2015-01-31,Fresno State,57,Colorado State,80,22,35,,35,45,,11.0,
2015-01-31,Nebraska,42,Minnesota,60,16,26,,23,37,,7.0,129.0
