Date,Away,Away_pts,Home,Home_pts,Away_1st_half,Away_2nd_half,Away_OT,Home_1st_half,Home_2nd_half,Home_OT,Spread,Over_under
2015-01-11,Stanford,78,USC,76,49,29,,43,33,,-6.0,132.0
2015-01-12,Monmouth,55,Rider,54,26,29,,33,21,,4.5,125.0
2015-01-13,Arkansas,69,Tennessee,74,31,38,,33,41,,-3.5,136.0
2015-01-13,Butler,79,Seton Hall,75,28,39,,32,35,,2.0,128.0
2015-01-13,Fairfield,58,Iona,74,37,21,,36,38,,13.5,146.5
2015-01-13,Michigan,52,Ohio State,71,24,28,,39,32,,9.5,129.5
2015-01-13,Oklahoma,65,West Virginia,86,32,33,,45,41,,4.0,141.5
2015-01-13,Oklahoma State,57,Kansas,67,28,29,,32,35,,7.5,135.5
2015-01-13,Penn State,73,Indiana,76,34,39,,39,37,,7.5,142.5
2015-01-13,Pennsylvania,67,Niagara,56,22,45,,24,32,,2.0,136.0
2015-01-13,Virginia Tech,63,Louisville,78,24,39,,43,35,,22.0,134.5
2015-01-13,Virginia Commonwealth,65,Rhode Island,60,28,37,,35,25,,-4.0,134.5
2015-01-13,Clemson,42,Virginia,65,19,23,,25,40,,16.5,117.0
2015-01-13,Northern Iowa,63,Bradley,52,35,28,,18,34,,-8.0,112.0
2015-01-13,Wake Forest,83,Syracuse,86,37,34,,36,35,,9.5,133.0
2015-01-13,Alabama,66,South Carolina,68,25,41,,30,38,,4.0,126.0
2015-01-13,Georgetown,78,DePaul,72,44,34,,39,33,,-7.0,137.0
2015-01-13,Iowa,77,Minnesota,75,38,39,,27,48,,3.0,139.0
2015-01-13,Miami,90,Duke,74,34,56,,35,39,,15.5,140.0
2015-01-13,Mississippi State,70,Texas A&M,74,28,42,,27,47,,10.0,117.0
2015-01-13,Missouri,37,Kentucky,86,18,19,,44,42,,24.0,126.5
2015-01-13,Connecticut,58,Tulsa,66,24,34,,30,36,,-1.0,119.5
2015-01-13,UNLV,73,Boise State,82,30,38,,38,30,,5.5,129.0
2015-01-14,Ball State,93,Western Michigan,95,39,37,,32,44,,9.5,135.5
2015-01-14,Bowling Green,50,Akron,67,22,28,,38,29,,3.0,123.0
2015-01-14,Cleveland State,55,Wright State,50,28,27,,26,24,,2.0,120.5
2015-01-14,College of Charleston,66,Elon,50,31,35,,27,23,,6.0,126.5
2015-01-14,Davidson,71,Massachusetts,63,30,41,,28,35,,-1.0,149.5
2015-01-14,Eastern Michigan,59,Kent State,65,37,22,,27,38,,3.5,127.5
2015-01-14,Fordham,55,Saint Joseph's,66,21,34,,25,41,,9.5,127.0
2015-01-14,George Mason,55,St. Bonaventure,75,22,33,,38,37,,4.5,136.0
2015-01-14,Harvard,57,Boston College,64,19,28,,30,17,,-3.0,122.0
2015-01-14,Hofstra,83,Northeastern,91,43,40,,43,48,,2.0,132.0
2015-01-14,Houston,61,East Carolina,66,21,40,,30,36,,3.5,132.0
2015-01-14,LSU,75,Mississippi,71,32,43,,28,43,,6.0,
2015-01-14,La Salle,50,Dayton,61,25,25,,23,38,,6.5,127.0
2015-01-14,Miami (Ohio),77,Central Michigan,105,34,43,,62,43,,11.5,139.5
2015-01-14,North Carolina,81,North Carolina State,79,32,49,,26,53,,-4.5,144.0
2015-01-14,Northern Illinois,63,Buffalo,82,21,42,,42,40,,9.5,131.0
2015-01-14,Notre Dame,62,Georgia Tech,59,30,32,,38,21,,-4.0,135.0
2015-01-14,Rutgers,65,Maryland,73,31,34,,38,35,,14.0,123.5
2015-01-14,Saint Peter's,62,Monmouth,61,23,29,,22,30,,2.5,115.5
2015-01-14,Southern Methodist,60,Temple,55,26,34,,33,22,,-3.0,126.5
2015-01-14,St. John's,83,Providence,70,42,41,,30,40,,3.0,133.0
2015-01-14,Toledo,80,Ohio,73,41,39,,35,38,,-2.5,143.0
2015-01-14,Towson,64,Delaware,67,27,30,,25,32,,,126.5
2015-01-14,Tulane,100,Central Florida,103,38,35,,38,35,,-1.5,132.5
2015-01-14,UNC Wilmington,72,William & Mary,76,44,28,,24,52,,11.0,138.5
2015-01-14,VMI,63,UNC Greensboro,75,32,31,,38,37,,-4.0,161.5
2015-01-14,Illinois State,70,Indiana State,71,30,32,,31,31,,-3.5,135.5
2015-01-14,Detroit,69,Illinois-Chicago,68,33,36,,40,28,,-5.0,138.0
2015-01-14,Drake,47,Loyola of Chicago,50,30,17,,30,20,,12.0,120.0
2015-01-14,Duquesne,69,Saint Louis,78,29,40,,42,36,,3.5,133.0
2015-01-14,IUPUI,53,South Dakota State,68,20,33,,30,38,,9.5,129.0
2015-01-14,Nebraska Omaha,86,Oral Roberts,102,43,43,,53,49,,7.0,152.0
2015-01-14,North Dakota State,67,South Dakota,71,26,41,,30,41,,,131.0
2015-01-14,Southern Illinois,55,Wichita State,67,22,33,,38,29,,18.5,116.0
2015-01-14,Texas Tech,51,Kansas State,58,20,31,,28,30,,9.5,123.5
2015-01-14,Evansville,56,Missouri State,54,31,25,,25,29,,-3.5,129.5
2015-01-14,Youngstown State,62,Wisc-Milwaukee,77,25,37,,34,43,,3.5,143.0
2015-01-14,Air Force,48,New Mexico,60,20,28,,22,38,,11.0,121.0
2015-01-14,Creighton,52,Marquette,53,21,31,,28,25,,5.5,130.0
2015-01-14,Florida State,64,Pittsburgh,73,32,32,,33,40,,6.5,126.5
2015-01-14,Georgia,70,Vanderbilt,67,31,39,,22,45,,2.0,128.0
2015-01-14,Illinois,72,Northwestern,67,37,35,,33,34,,-2.0,123.0
2015-01-14,Iowa State,73,Baylor,74,34,39,,46,28,,2.0,136.0
2015-01-14,Nevada,42,Colorado State,98,12,30,,55,43,,10.5,130.0
2015-01-14,SE Missouri State,69,Jacksonville State,52,29,40,,22,30,,-3.0,130.5
2015-01-14,UCLA,83,USC,66,36,47,,31,35,,-5.0,142.5
2015-01-14,Western Illinois,54,Denver,68,31,23,,31,37,,11.0,125.0
2015-01-14,Xavier,75,Villanova,88,27,48,,45,43,,9.5,143.5
2015-01-14,Fresno State,73,San Jose State,62,32,41,,30,32,,,123.0
2015-01-14,San Diego State,60,Wyoming,52,26,34,,24,28,,2.5,107.0
2015-01-14,Stanford,69,California,59,26,43,,31,28,,-2.0,130.0
2015-01-15,Wofford,66,The Citadel,69,37,29,,28,41,,-8.0,118.0
2015-01-15,Auburn,55,Florida,75,20,35,,37,38,,15.5,127.5
2015-01-15,Cincinnati,50,Memphis,63,24,26,,32,31,,-1.0,118.5
2015-01-15,East Tennessee State,83,Western Carolina,76,37,46,,26,50,,1.5,151.0
2015-01-15,Furman,64,Mercer,67,29,35,,36,31,,13.0,129.5
2015-01-15,James Madison,54,Drexel,35,17,37,,12,23,,3.0,123.5
2015-01-15,North Texas,57,Charlotte,73,24,33,,20,53,,11.0,135.5
2015-01-15,Rice,53,Old Dominion,63,21,32,,27,36,,17.0,118.0
2015-01-15,Richmond,70,George Washington,73,17,33,,24,26,,7.0,118.0
2015-01-15,Texas-Arlington,62,Georgia State,83,32,30,,36,47,,11.5,142.5
2015-01-15,Western Kentucky,88,Florida Atlantic,85,31,40,,31,40,,-4.0,137.5
2015-01-15,Wisc-Green Bay,66,Oakland,69,35,31,,40,29,,-7.0,139.5
2015-01-15,Arkansas State,59,Appalachian State,50,29,30,,27,23,,1.0,132.5
2015-01-15,Eastern Illinois,72,Eastern Kentucky,65,41,31,,29,36,,10.5,123.0
2015-01-15,Louisiana-Lafayette,70,Georgia Southern,78,27,43,,35,43,,1.5,145.5
2015-01-15,Marshall,62,Florida International,66,36,23,,21,38,,5.0,130.0
2015-01-15,SIU Edwardsville,63,Morehead State,91,28,35,,47,44,,7.5,127.5
2015-01-15,Chattanooga,82,Samford,76,30,52,,33,43,,-4.5,135.5
2015-01-15,Middle Tennessee,62,Southern Miss,61,33,29,,33,28,,-4.0,118.0
2015-01-15,Rider,56,Quinnipiac,53,24,32,,22,31,,4.0,130.0
2015-01-15,Troy,54,Louisiana-Monroe,63,25,29,,29,34,,6.5,126.0
2015-01-15,UAB,71,Louisiana Tech,74,38,33,,35,39,,14.5,141.0
2015-01-15,South Alabama,71,Texas State,82,34,37,,38,44,,8.5,129.0
2015-01-15,Tennessee State,68,Austin Peay,69,26,42,,31,38,,10.5,126.0
2015-01-15,Tennessee-Martin,63,Tennessee Tech,60,34,29,,32,28,,2.0,137.0
2015-01-15,Weber State,74,Northern Arizona,65,30,44,,23,42,,3.0,132.0
2015-01-15,Belmont,77,Murray State,92,37,40,,46,46,,7.5,152.0
2015-01-15,Colorado,54,Arizona,68,25,29,,35,33,,16.0,125.5
2015-01-15,Idaho State,67,Southern Utah,71,31,36,,33,38,,4.5,133.5
2015-01-15,Nebraska,55,Wisconsin,70,27,28,,37,33,,14.5,120.0
2015-01-15,Oregon State,43,Washington,56,15,28,,19,37,,7.0,123.5
2015-01-15,CS Northridge,74,Santa Barbara,63,35,39,,32,31,,12.0,
2015-01-15,Cal Poly,48,Long Beach State,50,26,22,,24,26,,6.0,127.0
2015-01-15,Portland,68,Loyola Marymount,80,26,42,,36,44,,-4.5,
2015-01-15,UC Davis,74,UC Riverside,61,33,41,,21,40,,-1.5,136.0
2015-01-15,Utah,76,Arizona State,59,40,36,,23,36,,-4.5,126.0
2015-01-15,Eastern Washington,92,Portland State,85,42,50,,29,56,,-5.5,154.0
2015-01-15,Idaho,76,Sacramento State,79,41,35,,33,46,,4.5,154.0
2015-01-15,Gonzaga,78,Pepperdine,76,40,38,,31,45,,-11.5,135.5
2015-01-15,UC Irvine,63,CS Fullerton,58,42,21,,26,32,,-4.5,138.5
2015-01-15,BYU,93,Pacific,80,43,50,,34,46,,-9.0,145.5
2015-01-15,Oregon,99,Washington State,108,52,42,,57,37,,-3.0,146.0
2015-01-15,San Diego,58,St. Mary's,70,21,37,,36,34,,8.0,127.5
2015-01-16,Iona,80,Niagara,79,41,39,,34,45,,-11.0,153.5
2015-01-16,Manhattan,72,Saint Peter's,65,30,29,,35,24,,4.0,124.0
2015-01-16,Marist,54,Fairfield,60,23,31,,26,34,,8.0,120.0
2015-01-16,Siena,49,Canisius,83,22,27,,35,48,,7.5,139.5
2015-01-16,Western Illinois,48,North Dakota State,61,25,23,,33,28,,12.5,126.0
2015-01-16,St. Francis NY,68,Robert Morris,63,21,47,,29,34,,2.5,134.0
2015-01-17,Tulsa,75,South Florida,58,32,43,,27,31,,-6.0,124.0
2015-01-17,Duke,63,Louisville,52,30,33,,20,32,,2.5,142.5
2015-01-17,Marquette,58,Xavier,62,31,27,,22,40,,10.0,137.0
2015-01-17,Northern Illinois,46,Eastern Michigan,54,24,22,,27,27,,8.5,123.0
2015-01-17,Rutgers,80,Minnesota,89,37,43,,42,47,,12.5,131.5
2015-01-17,Texas A&M,67,LSU,64,32,35,,40,24,,5.0,135.5
2015-01-17,Tulane,68,Houston,65,33,35,,33,32,,-1.0,134.0
2015-01-17,William & Mary,85,Towson,72,35,50,,35,37,,-6.0,126.5
2015-01-17,Saint Louis,45,Dayton,61,22,23,,27,34,,14.5,125.5
2015-01-17,East Tennessee State,79,VMI,85,32,47,,32,53,,-3.5,170.5
2015-01-17,Furman,74,The Citadel,62,27,47,,30,32,,3.0,126.5
2015-01-17,Purdue,84,Penn State,77,25,42,,34,33,,1.0,134.0
2015-01-17,North Carolina State,72,Florida State,63,42,30,,30,33,,-1.0,137.5
2015-01-17,Central Florida,79,Memphis,99,28,51,,39,60,,13.5,135.0
2015-01-17,Eastern Illinois,65,Morehead State,62,25,40,,19,43,,6.0,123.5
2015-01-17,Florida,61,Georgia,73,31,30,,36,37,,-2.5,125.0
2015-01-17,Fordham,49,La Salle,60,21,28,,30,30,,13.0,130.0
2015-01-17,Miami,70,Notre Dame,75,30,40,,29,46,,6.5,137.5
2015-01-17,Ohio State,67,Iowa,76,26,41,,37,39,,1.5,138.5
2015-01-17,UNC Wilmington,79,Hofstra,74,33,46,,38,36,,11.0,149.5
2015-01-17,Virginia,66,Boston College,51,27,39,,24,27,,-12.5,118.5
2015-01-17,Virginia Commonwealth,70,Duquesne,64,40,30,,26,38,,-15.0,151.0
2015-01-17,Wichita State,61,Evansville,41,28,33,,18,23,,-6.5,130.5
2015-01-17,Yale,80,Brown,62,47,33,,31,31,,-4.5,133.5
2015-01-17,Rhode Island,56,Massachusetts,60,27,29,,28,32,,1.0,132.0
2015-01-17,Baylor,61,Kansas State,63,33,28,,24,39,,1.5,119.5
2015-01-17,Miami (Ohio),68,Buffalo,77,32,36,,29,48,,13.5,
2015-01-17,Northern Colorado,88,North Dakota,78,34,35,,31,38,,-1.5,138.0
2015-01-17,Texas El Paso,73,Texas-San Antonio,55,30,43,,26,29,,-9.0,134.5
2015-01-17,Wisc-Green Bay,70,Detroit,64,27,43,,30,34,,-5.0,133.0
2015-01-17,Indiana State,78,Drake,84,39,39,,40,44,,-2.5,125.5
2015-01-17,Georgia State,69,Appalachian State,74,40,29,,30,44,,-11.5,135.5
2015-01-17,Ball State,46,Bowling Green,58,27,19,,23,35,,9.0,122.5
2015-01-17,Drexel,66,Delaware,62,35,31,,23,39,,4.0,125.5
2015-01-17,East Carolina,54,Southern Methodist,77,22,32,,34,43,,18.5,124.0
2015-01-17,Georgia Tech,65,Pittsburgh,70,31,34,,31,39,,6.0,121.0
2015-01-17,Gonzaga,72,Loyola Marymount,55,38,34,,27,28,,-19.5,137.0
2015-01-17,Kentucky,70,Alabama,48,35,35,,17,31,,-9.5,120.0
2015-01-17,Michigan State,59,Maryland,75,26,33,,40,35,,1.5,131.5
2015-01-17,Middle Tennessee,68,Louisiana Tech,75,35,33,,35,40,,11.5,126.5
2015-01-17,Samford,56,Mercer,80,26,30,,40,40,,12.5,132.0
2015-01-17,Syracuse,53,Clemson,66,18,35,,39,27,,-1.5,121.5
2015-01-17,TCU,62,Texas Tech,42,24,38,,14,28,,-2.5,125.5
2015-01-17,Vanderbilt,54,Mississippi State,57,26,28,,18,39,,-4.0,122.5
2015-01-17,Colorado,72,Arizona State,78,28,44,,29,49,,,124.0
2015-01-17,Columbia,48,Cornell,45,27,21,,17,28,,-2.5,122.0
2015-01-17,George Mason,53,George Washington,63,20,33,,26,37,,11.5,126.0
2015-01-17,Arkansas-Little Rock,52,Louisiana-Monroe,64,19,33,,28,36,,2.5,122.5
2015-01-17,Bradley,72,Illinois State,82,31,41,,46,36,,11.0,121.0
2015-01-17,Butler,59,Georgetown,61,31,28,,27,34,,4.0,129.0
2015-01-17,Georgia Southern,71,Troy,75,39,32,,40,35,,-5.5,131.5
2015-01-17,Marshall,62,Florida Atlantic,76,34,28,,30,46,,6.0,135.0
2015-01-17,South Dakota,57,South Dakota State,71,29,28,,31,40,,8.0,142.0
2015-01-17,Air Force,59,Utah State,71,21,38,,31,40,,6.5,125.5
2015-01-17,Davidson,63,Richmond,89,27,36,,42,47,,,133.5
2015-01-17,Idaho State,69,Northern Arizona,72,37,32,,30,42,,10.0,126.0
2015-01-17,San Francisco,64,Santa Clara,70,28,36,,39,31,,-1.5,133.0
2015-01-17,Tennessee,59,Missouri,51,26,33,,24,27,,,124.5
2015-01-17,UNLV,47,San Diego State,53,24,23,,17,36,,10.5,117.5
2015-01-17,Western Kentucky,65,Florida International,58,24,41,,24,34,,-5.5,131.0
2015-01-17,West Virginia,50,Texas,77,23,27,,37,40,,3.0,136.5
2015-01-17,Central Michigan,76,Akron,82,24,52,,39,43,,4.0,139.0
2015-01-17,Cleveland State,74,Youngstown State,61,31,43,,22,39,,-6.5,133.5
2015-01-17,College of Charleston,67,Northeastern,69,31,36,,38,31,,9.5,118.5
2015-01-17,Jacksonville State,52,Tennessee-Martin,55,22,30,,34,21,,9.5,125.5
2015-01-17,North Texas,50,Old Dominion,61,22,28,,32,29,,14.5,117.0
2015-01-17,Ohio,59,Kent State,69,19,40,,30,39,,7.0,134.5
2015-01-17,Oklahoma State,65,Oklahoma,82,20,45,,41,41,,6.5,132.5
2015-01-17,Rice,73,Charlotte,68,33,26,,26,33,,13.0,134.0
2015-01-17,SIU Edwardsville,62,Eastern Kentucky,78,33,29,,32,46,,12.5,129.5
2015-01-17,Santa Barbara,53,Long Beach State,69,21,32,,35,34,,3.0,130.5
2015-01-17,Tennessee Tech,61,SE Missouri State,65,30,31,,32,33,,,136.5
2015-01-17,Utah,51,Arizona,69,26,25,,31,38,,5.5,126.5
2015-01-17,Valparaiso,66,Wright State,56,29,37,,27,29,,-1.5,126.5
2015-01-17,Villanova,62,Pennsylvania,47,23,39,,21,26,,-19.5,139.0
2015-01-17,Western Carolina,43,Wofford,62,17,26,,24,38,,7.5,132.5
2015-01-17,Western Michigan,81,Toledo,78,38,32,,35,35,,8.0,145.0
2015-01-17,Wyoming,70,Fresno State,65,26,18,,23,21,,-2.0,118.5
2015-01-17,Temple,53,Cincinnati,84,28,25,,29,55,,6.5,116.0
2015-01-17,Providence,74,Creighton,65,34,40,,24,41,,2.0,131.5
2015-01-17,Elon,72,James Madison,75,30,42,,33,42,,5.5,132.5
2015-01-17,IUPU Fort Wayne,58,Oral Roberts,62,27,31,,23,39,,7.5,137.5
2015-01-17,Portland,63,Pepperdine,67,32,31,,31,36,,,136.0
2015-01-17,Tennessee State,72,Murray State,91,23,49,,42,49,,23.0,136.5
2015-01-17,UAB,63,Southern Miss,56,36,27,,31,25,,-4.0,130.5
2015-01-17,Texas State,73,Arkansas State,78,33,33,,26,40,,2.0,117.5
2015-01-17,Northwestern,54,Michigan,56,32,22,,31,25,,9.0,121.0
2015-01-17,South Alabama,89,Louisiana-Lafayette,82,35,54,,44,38,,13.0,159.0
2015-01-17,Belmont,89,Austin Peay,83,38,51,,37,46,,-7.5,144.5
2015-01-17,South Carolina,68,Auburn,71,29,39,,39,32,,-2.0,134.0
2015-01-17,Connecticut,59,Stanford,72,29,30,,32,40,,5.5,124.0
2015-01-17,Kansas,81,Iowa State,86,33,48,,36,50,,4.0,147.0
2015-01-17,Montana State,48,Montana,63,19,29,,29,34,,11.0,131.0
2015-01-17,Oregon State,62,Washington State,47,25,37,,16,31,,2.0,133.0
2015-01-17,UC Davis,79,CS Fullerton,68,43,36,,30,38,,1.5,138.0
2015-01-17,Weber State,60,Southern Utah,70,33,27,,36,34,,-5.0,138.5
2015-01-17,Mississippi,96,Arkansas,82,52,44,,40,42,,9.0,153.5
2015-01-17,Cal Poly,48,CS Northridge,55,21,27,,19,36,,-2.0,124.5
2015-01-17,Colorado State,70,San Jose State,41,34,36,,22,19,,-18.0,128.5
2015-01-17,Idaho,73,Portland State,85,31,42,,37,48,,2.0,159.5
2015-01-17,San Diego,57,Pacific,59,27,30,,24,35,,-2.0,120.5
2015-01-17,Eastern Washington,77,Sacramento State,90,41,36,,41,49,,,149.5
2015-01-17,BYU,77,St. Mary's,82,37,40,,45,37,,2.0,146.0
2015-01-17,Hawaii,62,UC Riverside,66,31,31,,28,38,,2.0,140.0
2015-01-18,Indiana,80,Illinois,74,38,42,,34,40,,5.5,142.5
2015-01-18,IUPUI,89,Nebraska Omaha,84,40,49,,31,53,,8.0,147.5
2015-01-18,Iona,74,Canisius,78,34,40,,42,36,,,150.0
2015-01-18,Rider,82,Manhattan,79,37,37,,36,38,,3.0,126.0
2015-01-18,Siena,74,Niagara,70,39,35,,35,35,,2.0,146.0
2015-01-18,Saint Joseph's,61,St. Bonaventure,70,29,32,,28,42,,5.5,128.0
2015-01-18,St. John's,67,DePaul,71,29,32,,19,42,,-6.0,143.0
2015-01-18,Quinnipiac,72,Marist,71,29,43,,34,37,,-6.5,128.0
2015-01-18,Missouri State,46,Northern Iowa,60,20,26,,32,28,,13.5,115.5
2015-01-18,Fairfield,70,Monmouth,77,30,40,,26,51,,7.5,117.0
2015-01-18,Boise State,69,New Mexico,59,30,39,,31,28,,5.0,119.5
2015-01-18,Loyola of Chicago,52,Southern Illinois,59,20,32,,23,36,,,117.0
2015-01-18,Virginia Tech,53,North Carolina,68,21,32,,34,34,,22.0,147.5
2015-01-18,Oregon,77,Washington,85,42,35,,32,53,,5.5,142.5
2015-01-19,Detroit,81,Northeastern,69,26,34,,26,34,,6.0,132.5
2015-01-19,Pittsburgh,65,Duke,79,25,40,,41,38,,,137.0
2015-01-19,Texas,66,TCU,48,33,33,,20,28,,-2.5,120.0
2015-01-19,Arkansas-Little Rock,64,South Alabama,66,32,32,,35,31,,1.5,145.0
2015-01-19,Louisiana-Monroe,57,Louisiana-Lafayette,55,32,25,,30,25,,7.5,139.0
2015-01-19,Texas State,55,Texas-Arlington,66,28,27,,30,36,,5.0,128.0
2015-01-19,Appalachian State,69,Troy,64,29,40,,34,30,,4.0,134.0
2015-01-19,Georgia State,60,Arkansas State,54,29,31,,27,27,,-5.0,136.0
2015-01-19,Florida State,59,Clemson,55,28,31,,22,33,,4.5,124.0
2015-01-19,Oklahoma,78,Kansas,85,32,46,,51,34,,5.5,138.0
2015-01-19,Villanova,58,Georgetown,78,20,38,,42,36,,-4.0,132.5
2015-01-20,Michigan,54,Rutgers,50,24,30,,22,28,,2.5,120.0
2015-01-20,Boston College,61,Syracuse,69,17,44,,35,34,,8.5,124.5
2015-01-20,Kansas State,71,Iowa State,77,38,33,,39,38,,9.5,138.5
2015-01-20,LSU,79,Florida,61,37,42,,32,29,,11.0,136.0
2015-01-20,Mississippi,64,Georgia,69,31,33,,25,44,,4.0,140.5
2015-01-20,Valparaiso,77,Youngstown State,62,34,43,,25,37,,-8.5,138.5
2015-01-20,Dayton,60,Davidson,77,33,27,,45,32,,2.5,142.5
2015-01-20,Illinois-Chicago,55,Wisc-Green Bay,78,28,27,,41,37,,17.5,131.0
2015-01-20,Wright State,41,Wisc-Milwaukee,67,15,26,,34,33,,-1.5,130.5
2015-01-20,Illinois State,64,Drake,56,29,35,,27,29,,-9.0,129.0
2015-01-20,Minnesota,49,Nebraska,52,25,24,,24,28,,2.0,129.5
2015-01-20,Iowa,50,Wisconsin,82,17,33,,35,47,,10.0,133.5
2015-01-20,Tennessee,66,South Carolina,62,31,35,,26,36,,7.5,122.0
2015-01-20,Vanderbilt,57,Kentucky,65,26,31,,33,32,,21.5,126.0
2015-01-20,San Diego State,77,Air Force,45,41,36,,18,27,,-9.0,115.5
2015-01-20,Utah State,70,Nevada,54,29,41,,19,35,,2.0,125.0
2015-01-21,Buffalo,73,Central Michigan,84,45,28,,38,46,,2.5,153.5
2015-01-21,Drexel,58,Hofstra,86,31,27,,39,47,,12.0,131.5
2015-01-21,Eastern Michigan,58,Bowling Green,74,26,32,,37,37,,5.0,118.0
2015-01-21,Houston,54,Cincinnati,67,28,26,,24,43,,15.0,123.5
2015-01-21,Marquette,57,St. John's,60,24,33,,26,34,,6.5,127.5
2015-01-21,Massachusetts,56,Saint Joseph's,62,27,29,,27,35,,,131.5
2015-01-21,Memphis,55,Tulsa,73,23,32,,30,43,,4.5,127.0
2015-01-21,Missouri,50,Texas A&M,62,31,19,,24,38,,9.0,125.5
2015-01-21,North Carolina,87,Wake Forest,71,40,47,,34,37,,-8.0,147.5
2015-01-21,Ohio,82,Ball State,73,40,42,,32,41,,1.5,136.5
2015-01-21,Penn State,60,Michigan State,66,28,32,,30,36,,12.0,134.0
2015-01-21,Quinnipiac,63,Saint Peter's,55,24,39,,24,31,,3.0,123.5
2015-01-21,Toledo,60,Kent State,67,24,36,,27,40,,2.0,134.5
2015-01-21,Western Michigan,69,Miami (Ohio),58,21,48,,23,35,,-4.5,142.5
2015-01-21,William & Mary,80,Delaware,84,44,36,,32,52,,-7.5,139.5
2015-01-21,UNC Wilmington,58,College of Charleston,56,20,32,,27,25,,2.0,128.0
2015-01-21,Akron,61,Northern Illinois,64,26,35,,33,31,,-4.0,124.5
2015-01-21,Bradley,59,Southern Illinois,70,33,26,,34,36,,5.0,112.5
2015-01-21,Evansville,65,Loyola of Chicago,56,24,41,,23,33,,-1.0,126.0
2015-01-21,IUPU Fort Wayne,53,South Dakota State,82,18,35,,42,40,,8.0,138.5
2015-01-21,Indiana State,60,Northern Iowa,66,23,37,,31,35,,14.0,120.0
2015-01-21,Monmouth,71,Pennsylvania,56,42,29,,23,33,,-1.0,129.0
2015-01-21,Oral Roberts,66,Denver,73,38,28,,32,41,,5.0,127.5
2015-01-21,Wichita State,76,Missouri State,53,39,37,,33,20,,-13.0,122.5
2015-01-21,Creighton,61,Butler,64,27,34,,35,29,,9.5,127.0
2015-01-21,Mississippi State,78,Auburn,71,31,47,,22,49,,7.5,128.5
2015-01-21,Purdue,57,Illinois,66,30,27,,32,34,,3.0,133.0
2015-01-21,Southern Methodist,66,Tulane,52,33,33,,30,22,,-8.5,127.5
2015-01-21,Texas Tech,43,Oklahoma State,63,25,18,,30,33,,14.0,126.5
2015-01-21,Washington State,64,Utah,86,27,37,,46,40,,18.5,136.0
2015-01-21,San Jose State,36,Boise State,86,17,19,,45,41,,21.0,124.5
2015-01-21,New Mexico,71,UNLV,69,33,38,,35,34,,4.0,123.0
2015-01-22,South Florida,48,Temple,73,20,28,,39,34,,10.0,125.5
2015-01-22,Alabama,91,Arkansas,93,30,48,,34,44,,7.0,143.5
2015-01-22,Central Florida,60,Connecticut,67,33,27,,39,28,,16.5,132.0
2015-01-22,Coastal Carolina,65,UNC Asheville,75,32,33,,48,27,,1.5,
2015-01-22,DePaul,64,Seton Hall,60,36,28,,33,27,,10.0,140.0
2015-01-22,Furman,49,Wofford,74,20,29,,38,36,,12.5,125.5
2015-01-22,George Washington,79,Fordham,59,41,38,,27,32,,-10.0,127.0
2015-01-22,Iona,78,Rider,68,41,37,,33,35,,-1.0,152.5
2015-01-22,James Madison,59,Northeastern,82,32,27,,49,33,,7.0,128.5
2015-01-22,La Salle,47,Rhode Island,59,17,30,,28,31,,5.0,125.0
2015-01-22,Mercer,52,Western Carolina,60,27,25,,23,37,,-2.0,133.0
2015-01-22,Morehead State,78,Tennessee Tech,74,40,38,,42,32,,1.5,134.0
2015-01-22,Notre Dame,85,Virginia Tech,60,38,47,,28,32,,-10.5,137.0
2015-01-22,Ohio State,69,Northwestern,67,38,31,,34,33,,-7.5,129.0
2015-01-22,St. Bonaventure,100,Duquesne,97,39,51,,51,39,,-2.5,141.0
2015-01-22,Texas-San Antonio,82,Marshall,68,39,43,,23,45,,1.0,144.0
2015-01-22,The Citadel,59,East Tennessee State,70,30,29,,39,31,,13.0,136.5
2015-01-22,Towson,53,Elon,51,22,31,,17,34,,5.0,130.5
2015-01-22,VMI,64,Chattanooga,86,31,33,,41,45,,8.5,158.5
2015-01-22,Wisc-Milwaukee,53,Oakland,66,29,24,,28,38,,7.0,147.0
2015-01-22,Xavier,66,Providence,69,20,40,,32,28,,2.0,141.5
2015-01-22,South Alabama,53,Appalachian State,64,28,25,,30,34,,4.0,145.5
2015-01-22,Austin Peay,65,SIU Edwardsville,69,37,28,,40,29,,5.0,135.5
2015-01-22,Canisius,64,Fairfield,50,30,34,,23,27,,-3.5,121.5
2015-01-22,Charlotte,76,UAB,81,33,32,,29,36,,-1.0,138.5
2015-01-22,Eastern Kentucky,67,Jacksonville State,71,33,34,,32,39,,-11.0,127.5
2015-01-22,Georgia Tech,28,Virginia,57,16,12,,28,29,,17.0,117.0
2015-01-22,Louisiana Tech,66,North Texas,73,28,38,,49,24,,-10.0,136.0
2015-01-22,North Carolina State,60,Miami,65,33,27,,26,39,,,138.0
2015-01-22,North Dakota State,69,IUPUI,61,25,28,,23,30,,-2.5,121.0
2015-01-22,Old Dominion,58,Middle Tennessee,68,30,24,,33,21,,-2.5,113.5
2015-01-22,South Dakota,68,Western Illinois,58,25,43,,33,25,,-2.0,134.0
2015-01-22,Southern Miss,56,Rice,58,30,26,,31,27,,7.0,123.0
2015-01-22,Tennessee-Martin,67,Belmont,72,32,35,,23,49,,7.0,141.5
2015-01-22,Texas-Arlington,61,Louisiana-Monroe,57,34,27,,24,33,,3.0,130.0
